name,race,gender,first_appearance,first_appearance_year,game_count,game_names,description_preview,auto_flag,flag_reason,keep_suggested,keep,tier
Great Fairy,Fairy,Female,The Legend of Zelda,1986,9,The Legend of Zelda; The Legend of Zelda: A Link to the Past; The Legend of Zelda: Link's Awakening; The Legend of Zelda: Oracle of Seasons; The Legend of Zelda: Oracle of Ages; The Legend of Zelda: The Wind Waker; The Legend of Zelda: Four Swords Adventures; The Legend of Zelda: Twilight Princess; The Legend of Zelda: A Link Between Worlds,"Great Fairies, also known as Guardian Spirits, are recurring characters in The Legend of Zelda series. They are large humanoid Fairies. Their main pur",FALSE,,no,no,
Sage,Various,,Zelda II: The Adventure of Link,1987,9,Zelda II: The Adventure of Link; The Legend of Zelda: A Link to the Past; The Legend of Zelda: Ocarina of Time; The Legend of Zelda: The Wind Waker; The Legend of Zelda: Twilight Princess; The Legend of Zelda: Phantom Hourglass; The Legend of Zelda: Spirit Tracks; The Legend of Zelda: A Link Between Worlds; The Legend of Zelda: Breath of the Wild,"Sages are recurring characters in The Legend of Zelda series. Serving as a bridge between the Sacred Realm and Hyrule, guarding the Master Sword's pow",TRUE,generic_name; generic_role,no,no,
Letter,,,The Legend of Zelda,1986,8,The Legend of Zelda; The Legend of Zelda: Link's Awakening; The Legend of Zelda: Ocarina of Time; The Legend of Zelda: The Wind Waker; The Legend of Zelda: Four Swords Adventures; The Legend of Zelda: Twilight Princess; The Legend of Zelda: Phantom Hourglass; The Legend of Zelda: Spirit Tracks,Letters are recurring items and objects in The Legend of Zelda series. They are the most common means of long-distance communication between character,TRUE,generic_name; no_race_but_recurring; likely_item,no,no,
Deku Scrub,,,The Legend of Zelda: Ocarina of Time,1998,7,The Legend of Zelda: Ocarina of Time; The Legend of Zelda: Majora's Mask; The Legend of Zelda: Oracle of Seasons; The Legend of Zelda: Oracle of Ages; The Legend of Zelda: Four Swords Adventures; The Legend of Zelda: The Minish Cap; The Legend of Zelda: Tri Force Heroes,"Deku Scrubs are a recurring tribe in The Legend of Zelda series. They are small forest creatures as well as enemies that inhabit Hyrule, Termina, and ",TRUE,no_race_but_recurring; likely_enemy,no,no,
Hinox,,,The Legend of Zelda: A Link to the Past,1992,7,The Legend of Zelda: A Link to the Past; The Legend of Zelda: Link's Awakening; The Legend of Zelda: Four Swords Adventures; The Legend of Zelda: Phantom Hourglass; The Legend of Zelda: A Link Between Worlds; The Legend of Zelda: Tri Force Heroes; The Legend of Zelda: Breath of the Wild,"Hinox are recurring enemies and Sub-Bosses in The Legend of Zelda series. They are Cyclops-like ogres that have an affinity for Bombs, and commonly us",TRUE,no_race_but_recurring; likely_enemy; likely_item,no,no,
Soldier,,,The Legend of Zelda: A Link to the Past,1992,7,The Legend of Zelda: A Link to the Past; The Legend of Zelda: Ocarina of Time; The Legend of Zelda: Majora's Mask; The Legend of Zelda: Four Swords Adventures; The Legend of Zelda: Twilight Princess; The Legend of Zelda: A Link Between Worlds; The Legend of Zelda: Breath of the Wild,"Soldiers, also known as Hylian Soldiers, and Hyrulean Soldiers, are the recurring group of warriors, law enforcers, and protectors in The Legend of Ze",TRUE,generic_name; generic_role; no_race_but_recurring,no,no,
Eyegore,,,The Legend of Zelda: A Link to the Past,1992,6,The Legend of Zelda: A Link to the Past; The Legend of Zelda: Majora's Mask; The Legend of Zelda: Four Swords; The Legend of Zelda: Four Swords Adventures; The Legend of Zelda: The Minish Cap; The Legend of Zelda: A Link Between Worlds,"Eyegores, also known as Eyegore Statues and One-Eyed Stone Statues, are recurring Enemies in The Legend of Zelda series. They are large, Cyclops-like ",TRUE,no_race_but_recurring; likely_enemy; likely_item,no,no,
Knight of Hyrule,,,Zelda II: The Adventure of Link,1987,6,Zelda II: The Adventure of Link; The Legend of Zelda: A Link to the Past; The Legend of Zelda: Ocarina of Time; The Legend of Zelda: Oracle of Seasons; The Legend of Zelda: Four Swords Adventures; The Legend of Zelda: Breath of the Wild,"The Knights of Hyrule, also known as Hylian Knights, are a recurring group of characters in The Legend of Zelda series. They are the protectors of the",TRUE,no_race_but_recurring; likely_item,no,no,
Sign,,,The Legend of Zelda: A Link to the Past,1992,6,The Legend of Zelda: A Link to the Past; The Legend of Zelda: Link's Awakening; The Legend of Zelda: Ocarina of Time; The Legend of Zelda: Majora's Mask; The Legend of Zelda: The Minish Cap; The Legend of Zelda: Spirit Tracks,"Signs, also known as Signposts, are recurring Objects in The Legend of Zelda series. Signs go unnamed in Majora's Mask 3D, The Wind Waker, and Twiligh",TRUE,generic_name; no_race_but_recurring,no,no,
Monkey,,,The Legend of Zelda: A Link to the Past,1992,5,The Legend of Zelda: A Link to the Past; The Legend of Zelda: Link's Awakening; The Legend of Zelda: Majora's Mask; The Legend of Zelda: Oracle of Ages; The Legend of Zelda: Twilight Princess,Monkeys are a recurring species in The Legend of Zelda series. ,TRUE,generic_name; no_race_but_recurring; likely_enemy,no,no,
Darknut,,,The Legend of Zelda: Link's Awakening,1993,4,The Legend of Zelda: Link's Awakening; The Legend of Zelda: Four Swords; The Legend of Zelda: The Wind Waker; The Legend of Zelda: Twilight Princess,Darknuts are recurring enemies and Sub-Bosses in The Legend of Zelda series. ,TRUE,no_race_but_recurring; likely_enemy,no,no,
Eagle,,,The Legend of Zelda,1986,4,The Legend of Zelda; Zelda II: The Adventure of Link; The Legend of Zelda: Link's Awakening; The Legend of Zelda: Breath of the Wild,Eagles are a recurring species in The Legend of Zelda series. ,TRUE,generic_name; no_race_but_recurring; likely_enemy,no,no,
Lizalfos,,,The Legend of Zelda: Ocarina of Time,1998,4,The Legend of Zelda: Ocarina of Time; The Legend of Zelda: Twilight Princess; The Legend of Zelda: Skyward Sword; The Legend of Zelda: Breath of the Wild,Lizalfos are recurring Enemies in The Legend of Zelda series. ,TRUE,no_race_but_recurring; likely_enemy,no,no,
Hero of Time,Hylian,Male,The Legend of Zelda: Ocarina of Time,1998,3,The Legend of Zelda: Ocarina of Time; The Legend of Zelda: Majora's Mask; The Legend of Zelda: Twilight Princess,"The Hero of Time is the title given to the Link who appears in Ocarina of Time, Majora's Mask and later in Twilight Princess as the Ancient Hero. Link",FALSE,,no,no,
Iron Knuckle,,,Zelda II: The Adventure of Link,1987,3,Zelda II: The Adventure of Link; The Legend of Zelda: Ocarina of Time; The Legend of Zelda: Majora's Mask,Iron Knuckles are recurring Enemies in The Legend of Zelda series. ,TRUE,no_race_but_recurring; likely_enemy,no,no,
Lanmola,,,The Legend of Zelda,1986,3,The Legend of Zelda; The Legend of Zelda: A Link to the Past; The Legend of Zelda: Link's Awakening,"Lanmolas, also known as Red Lanmolas, are recurring enemies and Sub-Bosses in The Legend of Zelda series. They are fast and powerful centipedes. While",TRUE,no_race_but_recurring; likely_enemy,no,no,
Postmistress, ,Female ,The Legend of Zelda: Majora's Mask,2000,3,The Legend of Zelda: Majora's Mask; The Legend of Zelda: Phantom Hourglass; The Legend of Zelda: Spirit Tracks,"The Postmistress, also known as the Postmaster, is a recurring role in The Legend of Zelda series. ",TRUE,generic_role; no_race_but_recurring,no,no,
Shadow Link, ,Male,The Legend of Zelda: Four Swords Adventures,2004,3,The Legend of Zelda: Four Swords Adventures; The Legend of Zelda: A Link Between Worlds; The Legend of Zelda: Tri Force Heroes,Shadow Links are recurring enemies and Sub-Bosses in The Legend of Zelda series. Shadow Link is dark reflection of Link. Hyrule Historia states that t,TRUE,no_race_but_recurring,no,no,
Skull Kid,,,The Legend of Zelda: Ocarina of Time,1998,3,The Legend of Zelda: Ocarina of Time; The Legend of Zelda: Majora's Mask; The Legend of Zelda: Twilight Princess,Skull Kids are recurring creatures in The Legend of Zelda series. Navi implies that children who wander into the Lost Woods become Skull Kids. One fir,TRUE,no_race_but_recurring; likely_enemy; likely_item,no,no,
Tingle Siblings?,Hylian,Male,The Legend of Zelda: The Wind Waker,2003,3,The Legend of Zelda: The Wind Waker; The Legend of Zelda: Four Swords Adventures; The Legend of Zelda: The Minish Cap,"The Tingle Siblings? are a recurring group of characters in The Legend of Zelda series. They consist of Tingle, Ankle, Knuckle, and David Jr.. They pl",FALSE,,no,no,
Vaati, (after transforming),Male,The Legend of Zelda: Four Swords,2002,3,The Legend of Zelda: Four Swords; The Legend of Zelda: Four Swords Adventures; The Legend of Zelda: The Minish Cap,"Vaati is recurring Boss in The Legend of Zelda series. Much like Ganondorf, he appears in both humanoid and monstrous forms, although the former only ",FALSE,,no,no,
Angler Fish,,,The Legend of Zelda: Link's Awakening,1993,2,The Legend of Zelda: Link's Awakening; The Legend of Zelda: Oracle of Ages,The Angler Fish is a recurring Boss in The Legend of Zelda series. ,TRUE,no_race; likely_enemy,no,no,
Granny,Hylian,Female,The Legend of Zelda: Ocarina of Time,1998,2,The Legend of Zelda: Ocarina of Time; The Legend of Zelda: Majora's Mask,"Granny, also known as Anju's Grandmother, is a recurring character in The Legend of Zelda series. ",TRUE,generic_name; generic_role,no,no,
Great Moblin,Moblin,Male,The Legend of Zelda: Oracle of Seasons,2001,2,The Legend of Zelda: Oracle of Seasons; The Legend of Zelda: Oracle of Ages,The Great Moblin is a recurring Sub-Boss in The Legend of Zelda series. He is depicted as a large Moblin that leads a troop of smaller ones. ,FALSE,,no,no,
Gyorg,,,The Legend of Zelda: The Wind Waker,2003,2,The Legend of Zelda: The Wind Waker; The Legend of Zelda: Phantom Hourglass,Gyorgs are recurring Enemies in The Legend of Zelda series. ,TRUE,no_race; likely_enemy,no,no,
Keaton,,,The Legend of Zelda: Ocarina of Time,1998,2,The Legend of Zelda: Ocarina of Time; The Legend of Zelda: Majora's Mask,Keaton are a recurring race of fox-like creatures in The Legend of Zelda series. ,TRUE,generic_name; no_race; likely_enemy,no,no,
Lion,,,The Legend of Zelda,1986,2,The Legend of Zelda; The Legend of Zelda: The Wind Waker,Lions are a recurring species in The Legend of Zelda series. ,TRUE,generic_name; no_race; likely_enemy,no,no,
Mad Batter,,Male,The Legend of Zelda: A Link to the Past,1992,2,The Legend of Zelda: A Link to the Past; The Legend of Zelda: Link's Awakening,"The Mad Batter is a recurring character in The Legend of Zelda series. He sleeps in altars found in underground caves, and Link may awaken him by spri",TRUE,no_race,no,no,
Magical Sword,,,The Legend of Zelda,1986,2,The Legend of Zelda; Zelda II: The Adventure of Link,"The Magical Sword, also known as the Magic Sword, is a recurring sword in The Legend of Zelda series. The Magical Sword goes unnamed in Captain N: The",TRUE,no_race; likely_item,no,no,
Maiden, ,Female,The Legend of Zelda: A Link to the Past,1992,2,The Legend of Zelda: A Link to the Past; The Legend of Zelda: Four Swords Adventures,"The Maidens are a recurring group of seven young women, including Princess Zelda, in The Legend of Zelda series. In A Link to the Past, they are desce",TRUE,generic_name; generic_role; no_race; likely_item,no,no,
Old Woman,Hylian,Female,The Legend of Zelda,1986,2,The Legend of Zelda; Zelda II: The Adventure of Link,Old Women are recurring characters in The Legend of Zelda series. ,TRUE,generic_role,no,no,
Phantom,,,The Legend of Zelda: Phantom Hourglass,2007,2,The Legend of Zelda: Phantom Hourglass; The Legend of Zelda: Spirit Tracks,Phantoms are recurring Enemies in The Legend of Zelda series. They serve as guardians for the Temple of the Ocean King and the Tower of Spirits in Pha,TRUE,generic_name; no_race; likely_enemy,no,no,
Piratian,,,The Legend of Zelda: Oracle of Seasons,2001,2,The Legend of Zelda: Oracle of Seasons; The Legend of Zelda: Oracle of Ages,The Piratian are a recurring group of skeletal pirates in The Legend of Zelda series. ,TRUE,generic_name; no_race,no,no,
Player,,Male/Female,BS The Legend of Zelda,1995,2,BS The Legend of Zelda; BS The Legend of Zelda: Ancient Stone Tablets,"The Players are a pair of characters appearing in BS The Legend of Zelda and Ancient Stone Tablets, replacing Link as the central heroes of the two ga",TRUE,generic_name; generic_role; no_race,no,no,
Shopkeeper,,,The Legend of Zelda: Link's Awakening,1993,2,The Legend of Zelda: Link's Awakening; The Legend of Zelda: Four Swords Adventures,Shopkeepers are recurring characters in The Legend of Zelda series. ,TRUE,generic_role; no_race,no,no,
Skeleton,,,The Legend of Zelda: Ocarina of Time,1998,2,The Legend of Zelda: Ocarina of Time; The Legend of Zelda: Phantom Hourglass,"Skeletons, also known as Fallen Adventurers, are recurring Objects in The Legend of Zelda series. ",TRUE,generic_name; no_race,no,no,
Taros,,,The Legend of Zelda: A Link to the Past,1992,2,The Legend of Zelda: A Link to the Past; The Legend of Zelda: A Link Between Worlds,Taros are recurring Enemies in The Legend of Zelda series. They are bull-like soldiers with horned heads found in the Dark World in A Link to the Past,TRUE,no_race; likely_enemy,no,no,
White Sword,,,The Legend of Zelda,1986,2,The Legend of Zelda; The Legend of Zelda: The Minish Cap,"The White Sword is a recurring Sword in The Legend of Zelda series. Despite both Swords sharing the same name, the nature of the White Sword in The Mi",TRUE,no_race; likely_item,no,no,
Bully,,Male,The Legend of Zelda: A Link to the Past,1992,1,The Legend of Zelda: A Link to the Past,The Bully is a boy transformed into a monster due to the Dark World's magic in A Link to the Past. ,TRUE,no_race,no,no,
Captain Keeta,,,The Legend of Zelda: Majora's Mask,2000,1,The Legend of Zelda: Majora's Mask,"Captain Keeta, also known as Skull Keeta, is a mini-boss in Majora's Mask. ",TRUE,no_race; likely_enemy,no,no,
Captain Stalfos,Pirate,,Freshly-Picked Tingle's Rosy Rupeeland,2006,1,Freshly-Picked Tingle's Rosy Rupeeland,Captain Stalfos is a boss in Freshly-Picked Tingle's Rosy Rupeeland. He is the leader of the group of Pirates. In order for Tingle to join the pirate ,TRUE,likely_enemy,no,no,
Cawlin,Hylian,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Cawlin is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Champion,,,The Legend of Zelda: Breath of the Wild,2017,1,The Legend of Zelda: Breath of the Wild,The Champions are a team of five chosen from the five races of Hyrule to battle against Calamity Ganon. Led by Princess Zelda with the Champion hero c,TRUE,generic_name; generic_role; no_race; likely_item,no,no,
Cobal,Mogma,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Cobal is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Cubus Sisters,,,The Legend of Zelda: Phantom Hourglass,2007,1,The Legend of Zelda: Phantom Hourglass,The Cubus Sisters are characters and Bosses in Phantom Hourglass. ,TRUE,no_race; likely_enemy,no,no,
Decci,Deku Scrub,Unknown,The Legend of Zelda: Four Swords Adventures,2004,1,The Legend of Zelda: Four Swords Adventures,Decci is a character in Four Swords Adventures. ,TRUE,minimal_description,no,no,
Dekki,Deku Scrub,Male,The Legend of Zelda: Four Swords Adventures,2004,1,The Legend of Zelda: Four Swords Adventures,Dekki is a character in Four Swords Adventures. He is a Deku Scrub who makes his home in the Dark World. ,FALSE,,no,no,
Demise,Demon,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,"Demise is one of two primary antagonists in Skyward Sword, and serves as the Final Boss. Long ago, he and his horde of demons broke through a fissure ",FALSE,,no,no,
Deppi,Deku Scrub,Unknown,The Legend of Zelda: Four Swords Adventures,2004,1,The Legend of Zelda: Four Swords Adventures,Deppi is a character in Four Swords Adventures. It is a Deku Scrub who makes his home in the Forest of Light. ,FALSE,,no,no,
Dodoh,Hylian,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Dodoh is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Dovos,Hylian,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Dovos is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Eagus,Hylian,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Eagus is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Engineer,,,Hyrule Warriors,2014,1,Hyrule Warriors,Engineers are characters in Hyrule Warriors. ,TRUE,generic_role; no_race; minimal_description,no,no,
Evil Eagle,,,The Legend of Zelda: Link's Awakening,1993,1,The Legend of Zelda: Link's Awakening,"The Evil Eagle is the eponymous Boss of the Eagle's Tower and the minion of the Grim Creeper, the mini-boss of the same dungeon, in Link's Awakening. ",TRUE,no_race; likely_enemy,no,no,
Fledge,Hylian,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Fledge is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Forces,,,Hyrule Warriors,2014,1,Hyrule Warriors,"Forces are army faction groups in Hyrule Warriors. Each Force is tasked with combating the advances of enemy Forces, mainly by fighting and taking ove",TRUE,no_race; likely_enemy,no,no,
Goht,,,The Legend of Zelda: Majora's Mask,2000,1,The Legend of Zelda: Majora's Mask,Goht is the Boss of Snowhead Temple in Majora's Mask. It is a giant mechanical creature with resemblence to a goat or bull. It is not only the one who,TRUE,no_race; likely_enemy,no,no,
Golo,Goron,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Golo is one of the few Gorons encountered in Skyward Sword. He is an assistant to the archaeologist Gorko and is researching the legend of the three d,FALSE,,no,no,
Gondo,Hylian,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Gondo is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Gorko,Goron,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,"Gorko is a character in Skyward Sword. He is a traveling archaeologist Goron, who traverses the surface studying the history of the land and various d",FALSE,,no,no,
Goselle,Hylian,Female,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Goselle is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Grand Fairy,Fairy,Female,Freshly-Picked Tingle's Rosy Rupeeland,2006,1,Freshly-Picked Tingle's Rosy Rupeeland,"The Grand Fairy is a fairy who appears in Freshly-Picked Tingle's Rosy Rupeeland. She makes her home in the Third Continent's Fairy Garden, and can be",FALSE,,no,no,
Great Fairy of Flame,Great Fairy,Female,The Legend of Zelda: Four Swords,2002,1,The Legend of Zelda: Four Swords,The Great Fairy of Flame is a character in Four Swords. ,FALSE,,no,no,
Great Fairy of Ice,Great Fairy,Female,The Legend of Zelda: Four Swords,2002,1,The Legend of Zelda: Four Swords,The Great Fairy of Ice is a character in Four Swords. ,FALSE,,no,no,
Green Maiden,,Female,The Legend of Zelda: Four Swords Adventures,2004,1,The Legend of Zelda: Four Swords Adventures,The Green Maiden is a character in Four Swords Adventures. ,TRUE,no_race; likely_item,no,no,
Guld,Mogma,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Guld is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Gully,Hylian,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Gully is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Gyorg Pair,,Female (red),The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,"The Gyorg Pair is the collective name given to the Gyorg Female and Gyorg Male, the Bosses of the Palace of Winds in The Minish Cap. ",TRUE,no_race,no,no,
Harlequin,,,Link: The Faces of Evil,1993,1,Link: The Faces of Evil,"Harlequin is the second boss in The Faces of Evil. He is located at the Harlequin Bazaar, and is encountered again at the Lupay area. ",TRUE,no_race; likely_enemy,no,no,
Hero of Men,Hylian,,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,The Hero of Men is the name associated with a great hero spoken of in the legends of the Picori Blade and the mythical Light Force in the land of King,TRUE,likely_enemy,no,no,
Horg,Hylian,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Horg is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Horwell,Hylian,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Horwell is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Igos du Ikana,Stalfos,Male,The Legend of Zelda: Majora's Mask,2000,1,The Legend of Zelda: Majora's Mask,Igos du Ikana is a miniboss in Majora's Mask. ,TRUE,minimal_description,no,no,
Item Trader,Goriya,Male,The Legend of Zelda: Link's Awakening,1993,1,The Legend of Zelda: Link's Awakening,The Item Trader is a character in Link's Awakening. ,FALSE,,no,no,
Jakamar,Hylian,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Jakamar is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Jellyf,Parella,Female,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Jellyf is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Joyous Volunteer Association,,,The Legend of Zelda: The Wind Waker,2003,1,The Legend of Zelda: The Wind Waker,The Joyous Volunteer Association is a group in The Wind Waker whose objective is to decorate Windfall Island with decorative items in order to make th,TRUE,no_race; likely_item,no,no,
Karane,Hylian,Female,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Karane is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Keet,Hylian,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Keet is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Kholdstare,,,The Legend of Zelda: A Link to the Past,1992,1,The Legend of Zelda: A Link to the Past,"Kholdstare is the Boss of the Ice Palace, the fifth dungeon of the Dark World in A Link to the Past. ",TRUE,no_race; likely_enemy,no,no,
King Bulblin,Bulblin,Male,The Legend of Zelda: Twilight Princess,2006,1,The Legend of Zelda: Twilight Princess,King Bulblin is a recurring boss in Twilight Princess. ,FALSE,,no,no,
Kortz,Mogma,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Kortz is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Kukiel,Hylian,Female,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Kukiel is a character in Skyward Sword. She lives in Skyloft and is the daughter of Wryna and Jakamar. Kukiel is Batreaux's only friend and the only p,FALSE,,no,no,
Lakeside Item Seller,Hylian,Male,The Legend of Zelda: A Link Between Worlds,2013,1,The Legend of Zelda: A Link Between Worlds,"The Lakeside Item Seller is a character in A Link Between Worlds. It is the name of two characters in Hyrule and Lorule, both who run shops near their",FALSE,,no,no,
Lana,Hylian,Female,Hyrule Warriors,2014,1,Hyrule Warriors,Lana is a playable Warrior in Hyrule Warriors. She is a sorceress with light-blue hair armed with a book of magic that she uses to cast barriers to di,FALSE,,no,no,
Ledd,Mogma,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Ledd is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Linebeck III,Hylian,Male,The Legend of Zelda: Spirit Tracks,2009,1,The Legend of Zelda: Spirit Tracks,"Linebeck III is a character in Spirit Tracks. He is the grandson of Linebeck and the owner of the Linebeck Trading Company, operating at a location ca",FALSE,,no,no,
Linkle,Hylian,Female,Hyrule Warriors Legends,2016,1,Hyrule Warriors Legends,Linkle is a playable Warrior in Hyrule Warriors Legends. She can be transferred over to Hyrule Warriors as well. She wields dual Crossbows as her weap,FALSE,,no,no,
Lopsa,Kikwi,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Lopsa is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Lord Bullbo,Bullbo,,The Legend of Zelda: Twilight Princess,2006,1,The Legend of Zelda: Twilight Princess,Lord Bullbo is a recurring mini-boss and character in The Legend of Zelda series. It is King Bulblin's gigantic armored Bullbo steed who appears along,TRUE,likely_enemy,no,no,
Lorule Soldier,,,The Legend of Zelda: A Link Between Worlds,2013,1,The Legend of Zelda: A Link Between Worlds,Lorule Soldiers are enemies that appear in A Link Between Worlds. They are the Lorulean counterpart to the Soldiers found dutifully protecting Hyrule ,TRUE,no_race; likely_enemy,no,no,
Luv,Hylian,Female,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Luv is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Machi,Kikwi,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Machi is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Mage,,,The Legend of Zelda: Four Swords Adventures,2004,1,The Legend of Zelda: Four Swords Adventures,The Mages are cloaked women that vocally support Vaati in Four Swords Adventures. They occasionally reward Link and thank him for freeing Vaati. ,TRUE,no_race; likely_item,no,no,
Maiamai,,,The Legend of Zelda: A Link Between Worlds,2013,1,The Legend of Zelda: A Link Between Worlds,"Maiamai are a jointly snail and squid-like species that appear in A Link Between Worlds. The Lost Maiamai are the children of Mother Maiamai, scattere",TRUE,no_race; likely_enemy,no,no,
Mallara,Hylian,Female,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Mallara is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Merco,Mogma,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Merco is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Mia,,Female,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Mia is a beige Remlit belonging to Zelda and Gaepora in Skyward Sword. ,TRUE,no_race; likely_item,no,no,
Monster Lady,Bow Moblin,Female,The Legend of Zelda: The Minish Cap,2005,1,The Legend of Zelda: The Minish Cap,The Monster Lady is a character in The Minish Cap. ,FALSE,,no,no,
Nackle,Mogma,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Nackle is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Nightmare,,,The Legend of Zelda: Link's Awakening,1993,1,The Legend of Zelda: Link's Awakening,The Nightmares are the main antagonists of Link's Awakening. They are monsters that invaded the Wind Fish's dream world of Koholint. They seek to rule,TRUE,no_race; likely_enemy,no,no,
Old Man Ho Ho,,Male,The Legend of Zelda: The Wind Waker,2003,1,The Legend of Zelda: The Wind Waker,Old Man Ho Ho is a man who can be found in many islands of the Great Sea in The Wind Waker. ,TRUE,no_race; likely_item,no,no,
Old Timer,Human,Male,The Legend of Zelda: Four Swords Adventures,2004,1,The Legend of Zelda: Four Swords Adventures,The Old Timer is an old man who lives in Kakariko Village in Four Swords Adventures. ,FALSE,,no,no,
Ooccoo,Oocca,Female,The Legend of Zelda: Twilight Princess,2006,1,The Legend of Zelda: Twilight Princess,Ooccoo is a character and an item in Twilight Princess. ,FALSE,,no,no,
Orielle,,Female,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Orielle is a character in Skyward Sword. ,TRUE,no_race; likely_item; minimal_description,no,no,
Parrow,Hylian,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Parrow is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Peatrice,Hylian,Female,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,"Peatrice is a character in Skyward Sword. She runs the Item Check storage facility in the Skyloft Bazaar, where Link can store his Adventure Pouch ite",FALSE,,no,no,
Pinkle,Fairy,Female,Freshly-Picked Tingle's Rosy Rupeeland,2006,1,Freshly-Picked Tingle's Rosy Rupeeland,"Pinkle is a Fairy in Freshly-Picked Tingle's Rosy Rupeeland. She is Tingle's Fairy assistant, and gives him advice throughout his adventure. She commu",FALSE,,no,no,
Piper,Hylian,Female,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Piper is a character in Skyward Sword. ,TRUE,minimal_description,no,no,
Pipit,Hylian,Male,The Legend of Zelda: Skyward Sword,2011,1,The Legend of Zelda: Skyward Sword,Pipit is a character featured in Skyward Sword. He is the resident bird expert of Skyloft and an acquaintance of Link. He is a senior student at the K,FALSE,,no,no,
